"WinterNr";"CountNr";"date";"year";"month";"day";"Room";"Category";"ObjectType";"Mdau";"Mmyo";"Mnat";"Mbra";"Paur";"Eser";"ObjectID"
19;1;"19/11/19";2019;11;19;"1";"room";"room";0;1;0;0;0;0;1
19;1;"19/11/19";2019;11;19;"1";"object";"brick_flat";0;1;0;0;0;0;6
19;1;"19/11/19";2019;11;19;"10";"room";"room";4;1;0;0;0;0;23
19;1;"19/11/19";2019;11;19;"10";"object";"brick_large";0;1;0;0;0;0;25
19;1;"19/11/19";2019;11;19;"10";"object";"brick_large";0;1;1;0;0;0;27
19;1;"19/11/19";2019;11;19;"10";"object";"chimney";1;0;0;0;0;0;30
19;1;"19/11/19";2019;11;19;"10";"object";"brick_large";0;2;0;0;0;0;32
19;1;"19/11/19";2019;11;19;"11";"room";"room";0;2;0;0;0;0;45
19;1;"19/11/19";2019;11;19;"11";"object";"chimney";0;1;0;0;0;0;47
19;1;"19/11/19";2019;11;19;"11";"object";"tunnel";2;0;0;0;1;0;52
19;1;"19/11/19";2019;11;19;"12";"room";"room";5;2;0;0;0;0;59
19;1;"19/11/19";2019;11;19;"12";"object";"wall";0;0;1;0;0;0;75
19;1;"19/11/19";2019;11;19;"12";"object";"brick_flat";1;0;0;0;0;0;96
19;1;"19/11/19";2019;11;19;"12";"object";"pile";1;0;0;0;0;0;98
19;1;"19/11/19";2019;11;19;"12";"object";"pile";1;0;0;0;0;0;99
19;1;"19/11/19";2019;11;19;"2";"room";"room";4;0;0;1;0;0;102
19;1;"19/11/19";2019;11;19;"2";"object";"wall";1;0;0;0;0;0;128
19;1;"19/11/19";2019;11;19;"2";"object";"wall";1;0;0;0;0;0;132
19;1;"19/11/19";2019;11;19;"2";"object";"wall";1;0;0;0;0;0;135
19;1;"19/11/19";2019;11;19;"2";"object";"wall";1;0;0;0;0;0;141
19;1;"19/11/19";2019;11;19;"2";"object";"wall";1;0;0;0;0;0;150
19;1;"19/11/19";2019;11;19;"2";"object";"wall";1;0;0;0;0;0;162
19;1;"19/11/19";2019;11;19;"2";"object";"brick_flat";0;1;0;0;0;0;187
19;1;"19/11/19";2019;11;19;"3";"room";"room";6;2;0;0;1;0;195
19;1;"19/11/19";2019;11;19;"3";"object";"chimney";0;7;0;0;0;0;198
19;1;"19/11/19";2019;11;19;"3";"object";"brick_round";1;0;0;0;0;0;214
19;1;"19/11/19";2019;11;19;"3";"object";"wall";1;0;0;0;0;0;241
19;1;"19/11/19";2019;11;19;"3";"object";"wall";1;0;0;0;0;0;252
19;1;"19/11/19";2019;11;19;"4";"room";"room";10;1;0;2;0;0;259
19;1;"19/11/19";2019;11;19;"4";"object";"other";3;0;0;0;0;0;260
19;1;"19/11/19";2019;11;19;"4";"object";"other";1;0;0;0;0;0;277
19;1;"19/11/19";2019;11;19;"5";"room";"room";6;1;1;1;0;0;298
19;1;"19/11/19";2019;11;19;"5";"object";"other";1;0;1;0;0;0;303
19;1;"19/11/19";2019;11;19;"5";"object";"brick_flat";0;1;0;0;0;0;316
19;1;"19/11/19";2019;11;19;"5";"object";"other";3;0;0;0;0;0;334
19;1;"19/11/19";2019;11;19;"5";"object";"other";3;0;0;0;0;0;335
19;1;"19/11/19";2019;11;19;"5";"object";"other";1;0;0;0;0;0;336
19;1;"19/11/19";2019;11;19;"5";"object";"brick_flat";1;0;0;0;0;0;339
19;1;"19/11/19";2019;11;19;"6";"room";"room";3;0;0;0;0;0;347
19;1;"19/11/19";2019;11;19;"6";"object";"brick_large";1;0;0;0;0;0;354
19;1;"19/11/19";2019;11;19;"6";"object";"brick_large";0;1;0;0;0;0;359
19;1;"19/11/19";2019;11;19;"6";"object";"crevice";1;0;0;0;0;0;380
19;1;"19/11/19";2019;11;19;"7";"room";"room";5;0;0;0;0;0;395
19;1;"19/11/19";2019;11;19;"7";"object";"wall";1;0;0;0;0;0;420
19;1;"19/11/19";2019;11;19;"7";"object";"wall";1;0;0;0;0;0;429
19;1;"19/11/19";2019;11;19;"8";"room";"room";7;1;0;0;0;0;442
19;1;"19/11/19";2019;11;19;"8";"object";"brick_large";1;0;0;0;0;0;444
19;1;"19/11/19";2019;11;19;"8";"object";"brick_large";0;1;0;0;0;0;445
19;1;"19/11/19";2019;11;19;"8";"object";"brick_flat";0;1;0;0;0;0;455
19;1;"19/11/19";2019;11;19;"9";"room";"room";2;0;0;2;0;0;463
19;1;"19/11/19";2019;11;19;"9";"object";"brick_large";0;3;0;0;0;0;464
19;1;"19/11/19";2019;11;19;"9";"object";"brick_large";0;3;0;0;0;0;467
19;1;"19/11/19";2019;11;19;"9";"object";"brick_large";0;3;0;0;0;0;468
19;1;"19/11/19";2019;11;19;"9";"object";"wall";1;0;0;0;0;0;505
19;1;"19/11/19";2019;11;19;"9";"object";"wall";1;0;0;0;0;0;507
19;1;"19/11/19";2019;11;19;"9";"object";"wall";1;0;0;0;0;0;517
19;1;"19/11/19";2019;11;19;"9";"object";"wall";1;0;0;0;0;0;535
19;1;"19/11/19";2019;11;19;"9";"object";"wall";1;0;0;0;0;0;537
19;1;"19/11/19";2019;11;19;"9";"object";"wall";0;0;1;0;0;0;543
19;1;"19/11/19";2019;11;19;"9";"object";"wall";0;0;0;0;1;0;545
19;1;"19/11/19";2019;11;19;"9";"object";"wall";1;0;0;0;0;0;548
19;1;"19/11/19";2019;11;19;"9";"object";"wall";1;0;0;0;0;0;552
19;10;"07/03/20";2020;3;7;"1";"room";"room";0;0;2;0;0;0;1
19;10;"07/03/20";2020;3;7;"10";"room";"room";2;1;0;0;0;0;23
19;10;"07/03/20";2020;3;7;"10";"object";"brick_large";0;1;1;0;0;0;25
19;10;"07/03/20";2020;3;7;"10";"object";"brick_large";0;4;0;0;0;0;27
19;10;"07/03/20";2020;3;7;"10";"object";"brick_large";0;1;0;0;0;0;28
19;10;"07/03/20";2020;3;7;"10";"object";"chimney";1;0;0;0;0;0;30
19;10;"07/03/20";2020;3;7;"10";"object";"brick_large";0;4;0;0;0;0;33
19;10;"07/03/20";2020;3;7;"10";"object";"brick_large";0;2;1;0;0;0;34
19;10;"07/03/20";2020;3;7;"10";"object";"brick_flat";0;0;6;0;0;0;37
19;10;"07/03/20";2020;3;7;"10";"object";"tunnel";1;0;0;0;0;0;40
19;10;"07/03/20";2020;3;7;"11";"room";"room";2;0;1;0;0;0;45
19;10;"07/03/20";2020;3;7;"11";"room";"room";0;1;0;0;0;0;45
19;10;"07/03/20";2020;3;7;"11";"object";"chimney";0;1;0;0;0;0;51
19;10;"07/03/20";2020;3;7;"11";"object";"other";0;0;1;0;0;0;57
19;10;"07/03/20";2020;3;7;"11";"object";"other";0;0;1;0;0;0;58
19;10;"07/03/20";2020;3;7;"12";"room";"room";3;1;0;0;0;0;59
19;10;"07/03/20";2020;3;7;"12";"object";"wall";1;0;0;0;0;0;70
19;10;"07/03/20";2020;3;7;"12";"object";"wall";1;0;0;0;0;0;72
19;10;"07/03/20";2020;3;7;"12";"object";"brick_flat";1;0;0;0;0;0;97
19;10;"07/03/20";2020;3;7;"12";"object";"pile";2;0;0;0;0;0;99
19;10;"07/03/20";2020;3;7;"2";"room";"room";1;0;4;0;0;0;102
19;10;"07/03/20";2020;3;7;"2";"room";"room";0;0;0;1;0;0;102
19;10;"07/03/20";2020;3;7;"2";"object";"wall";0;0;1;0;0;0;107
19;10;"07/03/20";2020;3;7;"2";"object";"wall";0;0;1;0;0;0;124
19;10;"07/03/20";2020;3;7;"2";"object";"wall";1;0;0;0;0;0;160
19;10;"07/03/20";2020;3;7;"2";"object";"pile";2;0;0;0;0;0;173
19;10;"07/03/20";2020;3;7;"2";"object";"brick_flat";0;0;1;0;0;0;179
19;10;"07/03/20";2020;3;7;"2";"object";"brick_flat";1;0;1;0;0;0;181
19;10;"07/03/20";2020;3;7;"3";"room";"room";6;0;10;1;0;0;195
19;10;"07/03/20";2020;3;7;"3";"room";"room";1;1;0;0;0;0;195
19;10;"07/03/20";2020;3;7;"3";"object";"other";0;2;0;0;0;0;196
19;10;"07/03/20";2020;3;7;"3";"object";"chimney";0;11;1;0;0;0;198
19;10;"07/03/20";2020;3;7;"3";"object";"brick_round";1;0;0;0;0;0;211
19;10;"07/03/20";2020;3;7;"3";"object";"wall";0;0;1;0;0;0;239
19;10;"07/03/20";2020;3;7;"3";"object";"wall";0;0;1;0;0;0;242
19;10;"07/03/20";2020;3;7;"3";"object";"other";1;0;0;0;0;0;254
19;10;"07/03/20";2020;3;7;"3";"object";"other";1;0;0;0;0;0;255
19;10;"07/03/20";2020;3;7;"3";"object";"other";2;0;0;0;0;0;256
19;10;"07/03/20";2020;3;7;"4";"room";"room";8;0;6;0;0;0;259
19;10;"07/03/20";2020;3;7;"4";"room";"room";4;1;0;0;0;0;259
19;10;"07/03/20";2020;3;7;"4";"object";"brick_flat";0;0;1;0;0;0;274
19;10;"07/03/20";2020;3;7;"5";"room";"room";6;0;8;0;1;0;298
19;10;"07/03/20";2020;3;7;"5";"object";"brick_flat";0;0;1;0;0;0;328
19;10;"07/03/20";2020;3;7;"5";"object";"other";1;0;0;0;0;0;335
19;10;"07/03/20";2020;3;7;"6";"room";"room";1;0;1;1;0;0;347
19;10;"07/03/20";2020;3;7;"6";"object";"brick_large";0;2;0;0;0;0;356
19;10;"07/03/20";2020;3;7;"6";"object";"brick_large";0;1;0;0;0;0;363
19;10;"07/03/20";2020;3;7;"6";"object";"chimney";0;2;0;0;0;0;367
19;10;"07/03/20";2020;3;7;"6";"object";"brick_flat";2;0;0;0;0;0;369
19;10;"07/03/20";2020;3;7;"6";"object";"crevice";1;0;0;0;0;0;380
19;10;"07/03/20";2020;3;7;"6";"object";"crevice";2;0;0;0;0;0;381
19;10;"07/03/20";2020;3;7;"6";"object";"crevice";1;0;0;0;0;0;384
19;10;"07/03/20";2020;3;7;"6";"object";"crevice";0;0;1;0;0;0;386
19;10;"07/03/20";2020;3;7;"7";"room";"room";2;0;0;0;0;0;395
19;10;"07/03/20";2020;3;7;"7";"object";"brick_large";0;1;2;0;0;0;401
19;10;"07/03/20";2020;3;7;"7";"object";"brick_large";0;0;1;0;0;0;402
19;10;"07/03/20";2020;3;7;"7";"object";"brick_flat";0;0;2;0;0;0;409
19;10;"07/03/20";2020;3;7;"7";"object";"brick_flat";1;0;2;0;0;0;411
19;10;"07/03/20";2020;3;7;"7";"object";"brick_flat";1;0;0;0;0;0;415
19;10;"07/03/20";2020;3;7;"7";"object";"brick_flat";0;0;1;0;0;0;417
19;10;"07/03/20";2020;3;7;"7";"object";"wall";0;0;1;0;0;0;423
19;10;"07/03/20";2020;3;7;"8";"room";"room";4;1;1;0;0;0;442
19;10;"07/03/20";2020;3;7;"8";"object";"brick_large";0;0;8;0;0;0;448
19;10;"07/03/20";2020;3;7;"8";"object";"brick_flat";0;0;1;0;0;0;455
19;10;"07/03/20";2020;3;7;"8";"object";"brick_flat";1;0;1;0;0;0;456
19;10;"07/03/20";2020;3;7;"8";"object";"tunnel";2;0;0;0;0;0;460
19;10;"07/03/20";2020;3;7;"9";"room";"room";2;0;0;0;0;0;463
19;10;"07/03/20";2020;3;7;"9";"room";"room";3;0;0;0;0;0;463
19;10;"07/03/20";2020;3;7;"9";"object";"brick_large";0;3;0;0;0;0;464
19;10;"07/03/20";2020;3;7;"9";"object";"brick_large";0;7;0;0;0;0;467
19;10;"07/03/20";2020;3;7;"9";"object";"brick_large";0;2;3;0;0;0;468
19;10;"07/03/20";2020;3;7;"9";"object";"brick_large";0;3;0;0;0;0;469
19;10;"07/03/20";2020;3;7;"9";"object";"brick_flat";0;0;2;0;0;0;477
19;10;"07/03/20";2020;3;7;"9";"object";"brick_flat";1;0;1;0;0;0;478
19;10;"07/03/20";2020;3;7;"9";"object";"brick_flat";0;0;0;1;0;0;479
19;10;"07/03/20";2020;3;7;"9";"object";"brick_flat";0;0;0;1;0;0;480
19;10;"07/03/20";2020;3;7;"9";"object";"brick_flat";1;0;1;0;0;0;481
19;10;"07/03/20";2020;3;7;"9";"object";"brick_flat";0;0;0;1;0;0;482
19;10;"07/03/20";2020;3;7;"9";"object";"wall";0;0;1;0;0;0;490
19;10;"07/03/20";2020;3;7;"9";"object";"wall";1;0;0;0;0;0;508
19;10;"07/03/20";2020;3;7;"9";"object";"wall";1;0;0;0;0;0;513
19;10;"07/03/20";2020;3;7;"9";"object";"wall";1;0;0;0;0;0;525
19;10;"07/03/20";2020;3;7;"9";"object";"wall";1;0;0;0;0;0;527
19;10;"07/03/20";2020;3;7;"9";"object";"wall";1;0;1;0;0;0;533
19;10;"07/03/20";2020;3;7;"9";"object";"wall";1;0;0;0;0;0;548
19;10;"07/03/20";2020;3;7;"9";"object";"brick_round";1;0;0;0;0;0;563
19;10;"07/03/20";2020;3;7;"9";"object";"brick_round";1;0;0;0;0;0;564
19;11;"18/03/20";2020;3;18;"1";"room";"room";0;1;0;0;0;0;1
19;11;"18/03/20";2020;3;18;"1";"object";"brick_flat";0;0;1;0;0;0;18
19;11;"18/03/20";2020;3;18;"10";"room";"room";1;2;0;0;0;0;23
19;11;"18/03/20";2020;3;18;"10";"object";"brick_large";0;2;0;0;0;0;25
19;11;"18/03/20";2020;3;18;"10";"object";"brick_large";0;2;0;0;0;0;27
19;11;"18/03/20";2020;3;18;"10";"object";"brick_large";0;0;1;0;0;0;28
19;11;"18/03/20";2020;3;18;"10";"object";"brick_large";0;2;0;0;0;0;32
19;11;"18/03/20";2020;3;18;"10";"object";"brick_large";0;2;0;0;0;0;33
19;11;"18/03/20";2020;3;18;"10";"object";"brick_large";0;2;1;0;0;0;34
19;11;"18/03/20";2020;3;18;"10";"object";"brick_flat";0;0;3;0;0;0;37
19;11;"18/03/20";2020;3;18;"11";"room";"room";0;0;1;0;0;0;45
19;11;"18/03/20";2020;3;18;"11";"room";"room";0;1;0;0;0;0;45
19;11;"18/03/20";2020;3;18;"11";"object";"brick_flat";0;0;1;0;0;0;54
19;11;"18/03/20";2020;3;18;"12";"room";"room";0;0;1;0;0;0;59
19;11;"18/03/20";2020;3;18;"12";"room";"room";2;0;0;0;0;0;59
19;11;"18/03/20";2020;3;18;"12";"object";"wall";1;0;0;0;0;0;73
19;11;"18/03/20";2020;3;18;"12";"object";"brick_flat";0;1;0;0;0;0;89
19;11;"18/03/20";2020;3;18;"2";"room";"room";1;0;2;0;0;0;102
19;11;"18/03/20";2020;3;18;"2";"room";"room";0;0;0;1;0;0;102
19;11;"18/03/20";2020;3;18;"2";"object";"wall";1;0;0;0;0;0;129
19;11;"18/03/20";2020;3;18;"2";"object";"wall";0;0;1;0;0;0;138
19;11;"18/03/20";2020;3;18;"2";"object";"wall";1;0;0;0;0;0;142
19;11;"18/03/20";2020;3;18;"2";"object";"wall";1;0;0;0;0;0;152
19;11;"18/03/20";2020;3;18;"2";"object";"pile";1;0;0;0;0;0;173
19;11;"18/03/20";2020;3;18;"2";"object";"brick_flat";1;0;1;0;0;0;181
19;11;"18/03/20";2020;3;18;"3";"room";"room";5;0;0;1;0;0;195
19;11;"18/03/20";2020;3;18;"3";"room";"room";1;2;0;0;0;0;195
19;11;"18/03/20";2020;3;18;"3";"object";"other";0;1;0;0;0;0;196
19;11;"18/03/20";2020;3;18;"3";"object";"chimney";0;10;0;0;0;0;198
19;11;"18/03/20";2020;3;18;"3";"object";"wall";1;0;0;0;0;0;231
19;11;"18/03/20";2020;3;18;"3";"object";"wall";1;0;0;0;0;0;245
19;11;"18/03/20";2020;3;18;"3";"object";"wall";0;0;1;0;0;0;251
19;11;"18/03/20";2020;3;18;"4";"room";"room";5;0;0;0;0;0;259
19;11;"18/03/20";2020;3;18;"4";"room";"room";0;1;0;0;0;0;259
19;11;"18/03/20";2020;3;18;"5";"room";"room";1;0;0;0;0;0;298
19;11;"18/03/20";2020;3;18;"5";"object";"brick_flat";0;0;1;0;0;0;343
19;11;"18/03/20";2020;3;18;"6";"room";"room";1;0;0;0;0;0;347
19;11;"18/03/20";2020;3;18;"6";"object";"brick_flat";1;0;0;0;0;0;348
19;11;"18/03/20";2020;3;18;"6";"object";"brick_flat";1;0;0;0;0;0;370
19;11;"18/03/20";2020;3;18;"7";"room";"room";1;0;0;0;0;0;395
19;11;"18/03/20";2020;3;18;"7";"object";"brick_large";1;0;1;0;0;0;401
19;11;"18/03/20";2020;3;18;"7";"object";"brick_large";0;0;3;0;0;0;402
19;11;"18/03/20";2020;3;18;"7";"object";"brick_large";0;1;2;0;0;0;403
19;11;"18/03/20";2020;3;18;"7";"object";"brick_flat";0;0;1;0;0;0;409
19;11;"18/03/20";2020;3;18;"7";"object";"brick_flat";1;0;1;0;0;0;411
19;11;"18/03/20";2020;3;18;"8";"room";"room";2;0;0;0;0;0;442
19;11;"18/03/20";2020;3;18;"8";"object";"brick_large";0;0;3;0;0;0;448
19;11;"18/03/20";2020;3;18;"8";"object";"brick_large";0;0;3;0;0;0;449
19;11;"18/03/20";2020;3;18;"8";"object";"brick_flat";0;0;1;0;0;0;456
19;11;"18/03/20";2020;3;18;"8";"object";"brick_flat";0;0;1;0;0;0;457
19;11;"18/03/20";2020;3;18;"8";"object";"tunnel";1;0;0;0;0;0;460
19;11;"18/03/20";2020;3;18;"9";"room";"room";0;0;0;1;0;0;463
19;11;"18/03/20";2020;3;18;"9";"object";"brick_large";0;2;0;0;0;0;464
19;11;"18/03/20";2020;3;18;"9";"object";"brick_large";0;7;0;0;0;0;467
19;11;"18/03/20";2020;3;18;"9";"object";"brick_large";0;2;2;0;0;0;468
19;11;"18/03/20";2020;3;18;"9";"object";"brick_large";0;2;0;0;0;0;471
19;11;"18/03/20";2020;3;18;"9";"object";"brick_flat";1;0;1;0;0;0;477
19;11;"18/03/20";2020;3;18;"9";"object";"brick_flat";0;0;3;0;0;0;478
19;11;"18/03/20";2020;3;18;"9";"object";"brick_flat";0;0;0;1;0;0;479
19;11;"18/03/20";2020;3;18;"9";"object";"brick_flat";0;0;0;1;0;0;480
19;11;"18/03/20";2020;3;18;"9";"object";"brick_flat";0;0;2;0;0;0;481
19;11;"18/03/20";2020;3;18;"9";"object";"wall";1;0;0;0;0;0;513
19;11;"18/03/20";2020;3;18;"9";"object";"wall";1;0;0;0;0;0;517
19;11;"18/03/20";2020;3;18;"9";"object";"wall";1;0;0;0;0;0;526
19;11;"18/03/20";2020;3;18;"9";"object";"wall";1;0;0;0;0;0;529
19;11;"18/03/20";2020;3;18;"9";"object";"wall";0;0;1;0;0;0;541
19;11;"18/03/20";2020;3;18;"9";"object";"wall";2;0;0;0;0;0;548
19;11;"18/03/20";2020;3;18;"9";"object";"brick_round";1;0;0;0;0;0;563
19;12;"28/03/20";2020;3;28;"1";"room";"room";0;1;0;0;0;0;1
19;12;"28/03/20";2020;3;28;"10";"room";"room";0;1;0;0;0;0;23
19;12;"28/03/20";2020;3;28;"10";"object";"brick_large";0;3;0;0;0;0;27
19;12;"28/03/20";2020;3;28;"10";"object";"brick_large";0;2;0;0;0;0;28
19;12;"28/03/20";2020;3;28;"10";"object";"brick_flat";0;0;1;0;0;0;37
19;12;"28/03/20";2020;3;28;"11";"room";"room";0;0;1;0;0;0;45
19;12;"28/03/20";2020;3;28;"11";"object";"other";0;0;0;1;0;0;58
19;12;"28/03/20";2020;3;28;"12";"room";"room";0;1;0;0;0;0;59
19;12;"28/03/20";2020;3;28;"12";"object";"brick_flat";0;1;0;0;0;0;89
19;12;"28/03/20";2020;3;28;"2";"room";"room";0;0;1;1;0;0;102
19;12;"28/03/20";2020;3;28;"2";"room";"room";1;0;0;1;0;0;102
19;12;"28/03/20";2020;3;28;"2";"object";"wall";1;0;0;0;0;0;129
19;12;"28/03/20";2020;3;28;"2";"object";"wall";1;0;0;0;0;0;143
19;12;"28/03/20";2020;3;28;"2";"object";"pile";1;0;0;0;0;0;173
19;12;"28/03/20";2020;3;28;"2";"object";"brick_flat";0;0;1;0;0;0;181
19;12;"28/03/20";2020;3;28;"3";"room";"room";3;0;0;0;0;0;195
19;12;"28/03/20";2020;3;28;"3";"room";"room";0;2;0;0;0;0;195
19;12;"28/03/20";2020;3;28;"3";"object";"other";0;1;0;0;0;0;196
19;12;"28/03/20";2020;3;28;"3";"object";"chimney";0;10;1;0;0;0;198
19;12;"28/03/20";2020;3;28;"3";"object";"wall";1;0;0;0;0;0;238
19;12;"28/03/20";2020;3;28;"3";"object";"other";1;0;0;0;0;0;254
19;12;"28/03/20";2020;3;28;"3";"object";"other";1;0;0;0;0;0;255
19;12;"28/03/20";2020;3;28;"4";"room";"room";2;0;0;0;0;0;259
19;12;"28/03/20";2020;3;28;"4";"room";"room";0;1;0;0;0;0;259
19;12;"28/03/20";2020;3;28;"4";"object";"crevice";2;0;0;0;0;0;263
19;12;"28/03/20";2020;3;28;"5";"room";"room";0;0;1;0;0;0;298
19;12;"28/03/20";2020;3;28;"5";"object";"brick_flat";0;0;1;0;0;0;316
19;12;"28/03/20";2020;3;28;"6";"room";"room";1;0;0;0;0;0;347
19;12;"28/03/20";2020;3;28;"6";"object";"brick_flat";1;0;0;0;0;0;348
19;12;"28/03/20";2020;3;28;"6";"object";"brick_large";0;1;0;0;0;0;359
19;12;"28/03/20";2020;3;28;"6";"object";"chimney";0;1;0;0;0;0;367
19;12;"28/03/20";2020;3;28;"6";"object";"brick_flat";1;0;0;0;0;0;370
19;12;"28/03/20";2020;3;28;"6";"object";"crevice";1;0;0;0;0;0;380
19;12;"28/03/20";2020;3;28;"7";"object";"brick_large";0;0;2;0;0;0;401
19;12;"28/03/20";2020;3;28;"7";"object";"brick_large";0;0;3;0;0;0;402
19;12;"28/03/20";2020;3;28;"7";"object";"brick_large";0;1;0;0;0;0;403
19;12;"28/03/20";2020;3;28;"7";"object";"brick_flat";0;0;2;0;0;0;411
19;12;"28/03/20";2020;3;28;"7";"object";"brick_flat";0;0;1;0;0;0;413
19;12;"28/03/20";2020;3;28;"7";"object";"wall";0;0;1;0;0;0;423
19;12;"28/03/20";2020;3;28;"8";"room";"room";0;0;1;0;0;0;442
19;12;"28/03/20";2020;3;28;"8";"room";"room";3;0;0;0;0;0;442
19;12;"28/03/20";2020;3;28;"8";"object";"brick_large";0;1;0;0;0;0;449
19;12;"28/03/20";2020;3;28;"8";"object";"brick_flat";0;0;1;0;0;0;456
19;12;"28/03/20";2020;3;28;"9";"room";"room";0;0;0;1;0;0;463
19;12;"28/03/20";2020;3;28;"9";"object";"brick_large";0;1;0;0;0;0;464
19;12;"28/03/20";2020;3;28;"9";"object";"brick_large";0;2;0;0;0;0;467
19;12;"28/03/20";2020;3;28;"9";"object";"brick_large";0;3;1;0;0;0;468
19;12;"28/03/20";2020;3;28;"9";"object";"brick_large";0;1;0;0;0;0;471
19;12;"28/03/20";2020;3;28;"9";"object";"brick_flat";0;0;0;1;0;0;479
19;12;"28/03/20";2020;3;28;"9";"object";"wall";1;0;0;0;0;0;502
19;12;"28/03/20";2020;3;28;"9";"object";"wall";1;0;0;0;0;0;517
19;12;"28/03/20";2020;3;28;"9";"object";"wall";1;0;0;0;0;0;548
19;12;"28/03/20";2020;3;28;"9";"object";"wall";0;0;1;0;0;0;549
19;12;"28/03/20";2020;3;28;"9";"object";"brick_round";1;0;0;0;0;0;563
19;13;"10/04/20";2020;4;10;"2";"room";"room";0;0;0;1;0;0;102
19;13;"10/04/20";2020;4;10;"2";"object";"brick_flat";1;0;0;0;0;0;181
19;13;"10/04/20";2020;4;10;"3";"room";"room";1;0;0;0;0;0;195
19;13;"10/04/20";2020;4;10;"3";"object";"tunnel";0;1;0;0;0;0;197
19;13;"10/04/20";2020;4;10;"5";"room";"room";0;1;0;0;0;0;298
19;13;"10/04/20";2020;4;10;"5";"object";"brick_flat";0;0;0;1;0;0;328
19;13;"10/04/20";2020;4;10;"5";"object";"brick_flat";0;1;0;0;0;0;338
19;13;"10/04/20";2020;4;10;"9";"room";"room";0;0;0;1;0;0;463
19;13;"10/04/20";2020;4;10;"9";"object";"brick_large";0;1;0;0;0;0;470
19;13;"10/04/20";2020;4;10;"9";"object";"brick_flat";0;0;1;1;0;0;479
19;2;"27/11/19";2019;11;27;"1";"room";"room";0;0;1;0;0;0;1
19;2;"27/11/19";2019;11;27;"1";"room";"room";0;1;0;0;0;0;1
19;2;"27/11/19";2019;11;27;"10";"room";"room";3;1;0;0;0;0;23
19;2;"27/11/19";2019;11;27;"10";"object";"brick_large";0;2;0;0;0;0;28
19;2;"27/11/19";2019;11;27;"10";"object";"brick_large";0;2;0;0;0;0;32
19;2;"27/11/19";2019;11;27;"10";"object";"tunnel";1;0;0;0;0;0;40
19;2;"27/11/19";2019;11;27;"10";"object";"pile";1;0;0;0;0;0;43
19;2;"27/11/19";2019;11;27;"11";"room";"room";0;0;1;0;0;0;45
19;2;"27/11/19";2019;11;27;"11";"room";"room";1;2;2;0;1;0;45
19;2;"27/11/19";2019;11;27;"11";"object";"tunnel";2;0;0;0;0;0;52
19;2;"27/11/19";2019;11;27;"11";"object";"other";0;0;1;0;0;0;57
19;2;"27/11/19";2019;11;27;"12";"room";"room";1;0;0;0;0;0;59
19;2;"27/11/19";2019;11;27;"12";"room";"room";2;2;0;0;0;0;59
19;2;"27/11/19";2019;11;27;"12";"object";"wall";0;0;1;0;0;0;67
19;2;"27/11/19";2019;11;27;"12";"object";"wall";1;0;0;0;0;0;73
19;2;"27/11/19";2019;11;27;"12";"object";"wall";0;0;1;0;0;0;76
19;2;"27/11/19";2019;11;27;"12";"object";"wall";1;0;0;0;0;0;79
19;2;"27/11/19";2019;11;27;"12";"object";"pile";1;0;0;0;0;0;98
19;2;"27/11/19";2019;11;27;"2";"room";"room";5;0;0;0;0;0;102
19;2;"27/11/19";2019;11;27;"2";"room";"room";0;0;0;0;1;0;102
19;2;"27/11/19";2019;11;27;"2";"object";"wall";0;0;1;0;0;0;116
19;2;"27/11/19";2019;11;27;"2";"object";"wall";1;0;0;0;0;0;128
19;2;"27/11/19";2019;11;27;"2";"object";"wall";0;0;1;0;0;0;135
19;2;"27/11/19";2019;11;27;"2";"object";"wall";1;0;0;0;0;0;141
19;2;"27/11/19";2019;11;27;"2";"object";"wall";1;0;0;0;0;0;150
19;2;"27/11/19";2019;11;27;"2";"object";"wall";0;0;1;0;0;0;158
19;2;"27/11/19";2019;11;27;"2";"object";"other";1;0;0;0;0;0;172
19;2;"27/11/19";2019;11;27;"2";"object";"brick_flat";1;0;0;0;0;0;193
19;2;"27/11/19";2019;11;27;"3";"room";"room";3;0;2;1;0;0;195
19;2;"27/11/19";2019;11;27;"3";"room";"room";3;2;0;0;1;0;195
19;2;"27/11/19";2019;11;27;"3";"object";"tunnel";1;0;0;0;0;0;197
19;2;"27/11/19";2019;11;27;"3";"object";"chimney";0;7;0;0;0;0;198
19;2;"27/11/19";2019;11;27;"3";"object";"brick_round";1;0;0;0;0;0;214
19;2;"27/11/19";2019;11;27;"3";"object";"wall";1;0;0;0;0;0;224
19;2;"27/11/19";2019;11;27;"4";"room";"room";10;0;0;0;1;0;259
19;2;"27/11/19";2019;11;27;"4";"room";"room";2;1;0;1;0;0;259
19;2;"27/11/19";2019;11;27;"4";"object";"other";3;0;1;0;0;0;260
19;2;"27/11/19";2019;11;27;"4";"object";"other";1;0;0;0;0;0;262
19;2;"27/11/19";2019;11;27;"4";"object";"crevice";0;1;1;0;0;0;263
19;2;"27/11/19";2019;11;27;"4";"object";"other";1;0;0;0;0;0;277
19;2;"27/11/19";2019;11;27;"4";"object";"brick_flat";0;0;1;0;0;0;294
19;2;"27/11/19";2019;11;27;"4";"object";"brick_flat";0;0;1;0;0;0;295
19;2;"27/11/19";2019;11;27;"5";"room";"room";5;0;1;0;0;0;298
19;2;"27/11/19";2019;11;27;"5";"room";"room";3;1;0;1;0;0;298
